lat	lon	title	description	icon	iconSize	iconOffset
48.1483232	11.543114	Wassermann	Restaurant mit internationaler Küche.<br><br>Elvirastraße 19<br/>80636 München<br/><br/>Tel: 089/12 32 36 1<br/><a href="http://www.wassermann-muenchen.de">www.wassermann-muenchen.de</a><br/><br/>Öffnungszeiten: Mu-Su 17:00-01:00; Sa 15:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1483232&lon=11.543114&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1483232&lon=11.543114&node=315969659&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/315969659">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1593696	11.5724543	Scheidegger	Kneipe mit internationaler Küche.<br><br>Bauerstraße 16<br/>80796 München<br/><br/>Tel: 089 2714828<br/><a href="http://www.scheidegger-schwabing.de">www.scheidegger-schwabing.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1593696&lon=11.5724543&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1593696&lon=11.5724543&node=401302833&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/401302833">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1561272	11.5620416	Görreshof	Restaurant<br><br>Görresstraße 38<br/>80798 München<br/><br/>Tel: 089 20209550<br/><a href="http://www.goerreshof.de">www.goerreshof.de</a><br/><br/>Öffnungszeiten: Mo-Su 11:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1561272&lon=11.5620416&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1561272&lon=11.5620416&node=266321934&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/266321934">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1536065	11.5638283	Augustiner Hexenkessel	Kneipe<br><br>Schwindstraße 20<br/>80798 München<br/><br/>Tel: 089 32496392<br/><a href="http://www.augustiner-hexenkessel.de">www.augustiner-hexenkessel.de</a><br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1536065&lon=11.5638283&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1536065&lon=11.5638283&node=332791984&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/332791984">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1572364	11.5747755	Wintergarten	Biergarten<br><br>Elisabethplatz 4b<br/>80796 München<br/><br/>Tel: 089 2713899<br/><a href="http://www.gloeckle-wintergarten.de">www.gloeckle-wintergarten.de</a><br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1572364&lon=11.5747755&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1572364&lon=11.5747755&node=181328634&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/181328634">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1578539	11.5735457	Viet Fun	Restaurant mit vietmanesicher Küche.<br><br>Elisabethstraße 4<br/>80796 München<br/><br/>Tel: 089/5438990<br/><br/>Öffnungszeiten: Mo-Fr 11:00-15:00, 17:00-22:00; Sa 11:00-16:00; Su 13:00-22:00<br/><br/><b>Nicht</b> Rollstuhlgerecht!<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1578539&lon=11.5735457&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1578539&lon=11.5735457&node=345796246&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/345796246">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.154856	11.5791584	Georgenhof	Restaurant<br><br>Friedrichstraße 1<br/>80801 München<br/><br/>Tel: 089 34077691<br/><a href="http://www.georgenhof-muenchen.de">www.georgenhof-muenchen.de</a><br/><a href="mailto:info@georgenhof-muenchen.de">info@georgenhof-muenchen.de</a><br/><br/>Öffnungszeiten: Mo-Su 08:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.154856&lon=11.5791584&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.154856&lon=11.5791584&node=362109054&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/362109054">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1573158	11.5747805	Wintergarten	Kneipe<br><br>Elisabethplatz 4b<br/>80796 München<br/><br/>Tel: 089 2713899<br/><a href="http://www.gloeckle-wintergarten.de">www.gloeckle-wintergarten.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1573158&lon=11.5747805&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1573158&lon=11.5747805&node=647081943&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/647081943">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1498533	11.5642279	Steinheil	Kneipe<br><br>Steinheilstraße 16<br/>80333 München<br/><br/>Tel: 089 527488<br/><br/>Öffnungszeiten: Mo-Su 10:00-01:00<br/><br/>Notiz:Bekannt für sehr große Wiener Schnitzel.<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1498533&lon=11.5642279&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1498533&lon=11.5642279&node=264014310&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/264014310">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1513548	11.5769462	Türkenhof	Restaurant<br><br>Türkenstraße 78<br/>80796 München<br/><br/>Tel: 089 2800235<br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1513548&lon=11.5769462&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1513548&lon=11.5769462&node=388440473&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/388440473">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1481431	11.5753275	Cabane	Kneipe<br><br>Theresienstraße 40<br/>80333 München<br/><br/>Tel: 089/283134<br/><br/>Öffnungszeiten: Mo-Su 19:00-03:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1481431&lon=11.5753275&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1481431&lon=11.5753275&node=663545951&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/663545951">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1481186	11.5753986	Cafe-Bar Celona	Bar mit italienischer Küche.<br><br>Theresienstraße 38<br/>80333 München<br/><br/>Tel: 089284168<br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1481186&lon=11.5753986&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1481186&lon=11.5753986&node=965038459&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/965038459">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1392055	11.5456469	Augustiner Bräustuben	Restaurant mit bayrischer Küche.<br><br>Landsberger Straße 19<br/>80339 München<br/><br/>Tel: 089/507047<br/><a href="http://www.braeustuben.de">www.braeustuben.de</a><br/><a href="mailto:AUGUSTINERBRAUSTUBEN@T-ONLINE.DE">AUGUSTINERBRAUSTUBEN@T-ONLINE.DE</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-24:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1392055&lon=11.5456469&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1392055&lon=11.5456469&node=82772298&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/82772298">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1396548	11.537655	Bergmannshof	Restaurant mit bayrischer Küche.<br><br>Landsbergerstraße 73<br/>80339 München<br/><br/>Tel: 089/5004050<br/><a href="http://www.bergmannshof.net">www.bergmannshof.net</a><br/><a href="mailto:Falk.Heinicke ät t-online.de">Falk.Heinicke ät t-online.de</a><br/><br/>Öffnungszeiten: Mo-Fr 11:30-14:30, 17:00-01:00; Sa-Su 17:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1396548&lon=11.537655&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1396548&lon=11.537655&node=897739278&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/897739278">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1388546	11.5522574	Bavaria	Restaurant mit bayrischer Küche.<br><br>Hausnumer: 81<br/>80335 München<br/><br/>Tel: 089-533175<br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1388546&lon=11.5522574&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1388546&lon=11.5522574&node=408209218&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/408209218">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1374408	11.5518086	Zur Festwiese	Restaurant mit bayrischer Küche.<br><br>Schwanthalerstraße 85a<br/>80339 München<br/><br/>Tel: 089 5439584<br/><br/>Öffnungszeiten: Mo-Su 10:00-01:00; während Oktoberfest Mo-Su 07:30-03:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1374408&lon=11.5518086&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1374408&lon=11.5518086&node=844696052&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/844696052">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1318929	11.5437491	Kongress Garten	Biergarten<br/><br/>Tel: 089/45211673<br/><a href="http://www.kongressgarten.de/">www.kongressgarten.de</a><br/><a href="mailto:info@kongressgarten.de">info@kongressgarten.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-24:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1318929&lon=11.5437491&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1318929&lon=11.5437491&node=329125325&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/329125325">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1341809	11.5401557	Buffet Midi	Fastfood/Imbiss mit Döner/Kebab Küche.<br><br>Ganghoferstraße 25<br/>80339 München<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1341809&lon=11.5401557&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1341809&lon=11.5401557&node=337484408&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/337484408">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1359951	11.5375122	Augustiner Bürgerheim	Restaurant mit bayrischer Küche.<br><br>Bergmannstraße 33<br/>München<br/><br/>Tel: 089/503263<br/><a href="http://www.augustiner-buergerheim.de">www.augustiner-buergerheim.de</a><br/><a href="mailto:info@augustiner-buergerheim.de">info@augustiner-buergerheim.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1359951&lon=11.5375122&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1359951&lon=11.5375122&node=367787214&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/367787214">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1365681	11.5562585	Augustiner Grill	Restaurant<br><br>Hausnumer: 56<br/>80336 München<br/><br/>Tel: 089 535280‎<br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1365681&lon=11.5562585&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1365681&lon=11.5562585&node=829476403&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/829476403">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1286266	11.5560562	Lindwurmstüberl	Restaurant mit bayrischer Küche.<br><br>Lindwurmstraße 32<br/>80337 München<br/><br/>Tel: 089 534638<br/><br/>Öffnungszeiten: Mo-Sa 09:30-24:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1286266&lon=11.5560562&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1286266&lon=11.5560562&node=358182679&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/358182679">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1300657	11.557327	Sinans Cafe Cucina Bar	Restaurant mit italienischer und asiatischer Küche.<br><br>Mozartstraße 4<br/>80336 München<br/><br/>Tel: 089/51563784<br/><a href="http://www.sinans.de/">www.sinans.de</a><br/><a href="mailto:info ät sinans.de">info ät sinans.de</a><br/><br/>Öffnungszeiten: Mo-Su 07:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1300657&lon=11.557327&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1300657&lon=11.557327&node=664497409&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/664497409">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1210574	11.5438623	Sendlinger Augustiner	Restaurant<br><br>Alramstraße 24<br/>81371 München<br/><br/>Tel: 089 7470925<br/><a href="http://www.sendlinger-augustiner.de/">www.sendlinger-augustiner.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1210574&lon=11.5438623&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1210574&lon=11.5438623&node=359740043&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/359740043">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1382017	11.5739845	Augustiner am Dom	Restaurant mit regionaler Küche.<br><br>Frauenplatz 8<br/>80331 München<br/><br/>Tel: 089/23238480<br/><a href="http://www.augustineramdom.de/">www.augustineramdom.de</a><br/><a href="mailto:info@augustineramdom.de">info@augustineramdom.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-24:00<br/><br/><b>Nicht</b> Rollstuhlgerecht!<br/><br/>Notiz:Fahrstuhl, aber kleine Klos ohne Griffe, daher nicht behindertengerecht.<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1382017&lon=11.5739845&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1382017&lon=11.5739845&node=295993624&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/295993624">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1375337	11.5794695	Augustiner am Platzl	Restaurant mit regionaler Küche.<br><br>Orlandostraße 5<br/>80331 München<br/><br/>Tel: 089/2111356<br/><a href="http://www.augustiner-wirtschaft.de">www.augustiner-wirtschaft.de</a><br/><a href="mailto:info@augustiner-wirtschaft.de">info@augustiner-wirtschaft.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-24:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1375337&lon=11.5794695&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1375337&lon=11.5794695&node=344500028&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/344500028">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1384103	11.5690489	Augustiner Bierhalle	Restaurant<br><br>Neuhauser Straße 27<br/>80331 München<br/><br/>Tel: 089 / 23 183-257<br/><a href="http://www.augustiner-restaurant.com/home/augustiner_restaurant.html">www.augustiner-restaurant.com/home/augustiner_restaurant.html</a><br/><a href="mailto:mail@augustiner-restaurant.com">mail@augustiner-restaurant.com</a><br/><br/><br/>Rollstuhlgerecht!<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1384103&lon=11.5690489&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1384103&lon=11.5690489&node=559536142&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/559536142">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.138061	11.5708686	Italian Connection	Restaurant<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.138061&lon=11.5708686&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.138061&lon=11.5708686&node=559536511&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/559536511">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1381983	11.5741464	Nürnberger Bratwurst Glöckl am Dom	Restaurant mit regionaler Küche.<br><br>Frauenplatz 9<br/>80331 München<br/><br/>Tel: 089/2919450<br/><a href="http://www.bratwurst-gloeckl.de/">www.bratwurst-gloeckl.de</a><br/><a href="mailto:info@bratwurst-gloeckl.de">info@bratwurst-gloeckl.de</a><br/><br/>Öffnungszeiten: Mo-Sa 10:00-01:00; Su,PH 10:00-23:00<br/><br/>Notiz:FIXME Position guessed<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1381983&lon=11.5741464&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1381983&lon=11.5741464&node=651500971&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/651500971">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1357076	11.5585278	GAP	Bar<br><br>Goethestraße 34<br/>80336 München<br/>Öffnungszeiten: Mo-Fr 09:00-01:00; Sa-Su 19:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1357076&lon=11.5585278&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1357076&lon=11.5585278&node=997857050&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/997857050">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1318987	11.5582663	Ha Long	Restaurant mit vietmanesicher Küche.<br/><br/>Tel: 089/5309321<br/><a href="http://www.halongrestaurant.de">www.halongrestaurant.de</a><br/><br/>Öffnungszeiten: Mo-Fr 11:30-14:30, 17:30-23:00; Sa-Su 17:30-23:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1318987&lon=11.5582663&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1318987&lon=11.5582663&node=997857061&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/997857061">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1329006	11.5782249	Klenze 17	Restaurant<br><br>Klenzestraße 17<br/>80469 München<br/><br/>Tel: 089 2285795<br/><a href="http://www.klenze17.de">www.klenze17.de</a><br/><br/>Öffnungszeiten: Su-Th 18:00-01:00; Fr-Sa 18:00-03:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1329006&lon=11.5782249&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1329006&lon=11.5782249&node=251873705&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/251873705">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1347401	11.5730324	Stadtcafé	Café<br><br>Sankt-Jakobs-Platz 1<br/>80331 München<br/><br/>Tel: +49 89 266949<br/><a href="http://www.stadtcafe-muenchen.de/">www.stadtcafe-muenchen.de</a><br/><br/>Öffnungszeiten: Mo-Th,Su 10:00-24:00; Fr-Sa 10:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1347401&lon=11.5730324&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1347401&lon=11.5730324&node=342930153&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/342930153">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1313532	11.5713547	moro	Restaurant mit internationaler Küche.<br><br>Müllerstraße 30<br/>80469 München<br/><br/>Tel: +49 89 23002992<br/>Fax: +49 89 23002994<br/><a href="http://moro-munich.de">moro-munich.de</a><br/><br/>Öffnungszeiten: Mo-Fr 17:00-01:00; Sa 12:00-01:00; Su 11:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1313532&lon=11.5713547&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1313532&lon=11.5713547&node=409497567&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/409497567">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1356466	11.5775839	Marktwirt	Restaurant mit regionaler Küche.<br><br>Heiliggeiststraße 2<br/>80331 München<br/><br/>Tel: 089/23241133<br/><a href="http://www.marktwirt.com/">www.marktwirt.com</a><br/><a href="mailto:info@marktwirt.com">info@marktwirt.com</a><br/><br/>Öffnungszeiten: Mo-Su 10:00+<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1356466&lon=11.5775839&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1356466&lon=11.5775839&node=447786272&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/447786272">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1398202	11.58994	Tattenbach	Restaurant mit bayrischer Küche.<br><br>Tattenbachstraße 6<br/>80538 München<br/><br/>Tel: +49 89 225268<br/><a href="http://www.tattenbach.de">www.tattenbach.de</a><br/><br/>Öffnungszeiten: Mo-Fr 11:00-01:00; Sa-Su 17:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1398202&lon=11.58994&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1398202&lon=11.58994&node=291364468&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/291364468">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.138144	11.5803687	Schuhbecks Orlando	Restaurant mit bayrischer Küche.<br><br>Platzl 4<br/>80331 München<br/><br/>Tel: 089 232387180<br/><br/>Öffnungszeiten: 09:00-02:00<br/><br/>Rollstuhlgerecht!<br/>Siehe: http://www.cbf-muenchen.de/lokale-muenchen/lokal/orland1<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.138144&lon=11.5803687&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.138144&lon=11.5803687&node=832629445&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/832629445">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1379928	11.5811057	Atomic Café	Diskothek<br><br>Neuturmstraße 5<br/>80331 München<br/><br/>Tel: 089-54818181<br/><a href="http://www.atomic.de/">www.atomic.de</a><br/><br/>Öffnungszeiten: We-Sa 22:00+<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1379928&lon=11.5811057&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1379928&lon=11.5811057&node=845404022&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/845404022">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1406998	11.5907529	Liebighof im Lehel	Restaurant mit bayrischer Küche.<br><br>Liebherrstraße 14<br/>80538 München<br/><br/>Tel: +49 89 295405<br/>Fax: +49 89 297479<br/><a href="http://www.liebighof.de">www.liebighof.de</a><br/><br/>Öffnungszeiten: Mo-Fr 09:30-02:00; Sa-Su 17:00-02:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1406998&lon=11.5907529&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1406998&lon=11.5907529&node=291103849&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/291103849">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1340192	11.5798827	Zwingereck	Restaurant<br><br>Rumfordstraße 35<br/>München<br/><br/>Tel: 089 294876<br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1340192&lon=11.5798827&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1340192&lon=11.5798827&node=274371805&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/274371805">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1348948	11.5837283	Gasthaus Isarthor	Restaurant mit bayrischer Küche.<br><br>Kanalstraße 2<br/>80538 München<br/><br/>Tel: +49 89 227753<br/><a href="http://www.gasthaus-isarthor.de">www.gasthaus-isarthor.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1348948&lon=11.5837283&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1348948&lon=11.5837283&node=312859862&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/312859862">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1359452	11.586327	Mariannenhof	Restaurant<br><br>Mariannenstraße 1<br/>80538 München<br/><br/>Tel: 089 25544672<br/><a href="http://www.mariannenhof-muenchen.de">www.mariannenhof-muenchen.de</a><br/><br/>Öffnungszeiten: Mo-Su 16:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1359452&lon=11.586327&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1359452&lon=11.586327&node=844791777&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/844791777">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1317784	11.5985112	Café Voilà	Café mit internationaler Küche.<br><br>Wörthstraße 5<br/>81667 München<br/><br/>Tel: 089 4891654<br/><br/>Öffnungszeiten: Mo-Su 08:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1317784&lon=11.5985112&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1317784&lon=11.5985112&node=266698099&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/266698099">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
